Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
83,0.165237608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.219733525,0.165237608,0.847295888,0.47342771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.062073174,0.47342771,0.333080993,0.154327151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154327151,0.67559265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84938097,0.67559265,0.796316544,0.761377367,0.7079146,0.800398884,0.725537651,0.789112659,0.711894434,0.847295888,0.667635011,0.773424651,0.606490569,0.584852816,0.416798904,0.266032885,0.446818938,0.333080993,0.367091513,0.417597904,0.606427066,0.150635839,0.700836374,0.449465268,0.105691549,0.381726155,0.246641436,0.3949823,0.431355234,0.457197595,0.275354149,0.219733525,0.286072207,0.068067457,0.109724242,0.12386057,0.358819891,0.336953657,0.062073174,0.066890197,0.137937603,0.053778271,0.042815325,0.049387767,0.091192284
84,0.164950013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.316277642,0.164950013,0.772479229,0.473164321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.102834124,0.473164321,0.33391432,0.154360955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154360955,0.70472115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75501287,0.70472115,0.742309222,0.749983391,0.758680284,0.817735844,0.742665332,0.756673798,0.775434032,0.772479229,0.588704535,0.811583738,0.667533564,0.53800648,0.508684634,0.278131074,0.524158245,0.33391432,0.377884992,0.492381432,0.569680333,0.18381995,0.68542218,0.424683872,0.132780955,0.384691558,0.33569192,0.361790595,0.454458919,0.504057797,0.325242703,0.316277642,0.397984257,0.171087069,0.164539138,0.169698414,0.426063818,0.407339636,0.102834124,0.091223657,0.158640897,0.087065339,0.071802362,0.073859664,0.114185193
85,0.164707628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.462048638,0.164707628,0.772301811,0.472877767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.202940791,0.472877767,0.356473775,0.154331372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154331372,0.723442343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.384080231,0.723442343,0.706260908,0.693030826,0.804476204,0.819961021,0.739898478,0.716731642,0.8216109,0.772301811,0.507530458,0.810470345,0.757384213,0.469195846,0.6049472,0.307943645,0.558912042,0.356473775,0.374714322,0.481364805,0.521162824,0.262067658,0.689890506,0.410856968,0.167357493,0.412234359,0.428881279,0.312017811,0.51010453,0.544368526,0.381473404,0.462048638,0.523920951,0.297792242,0.231099268,0.195604663,0.506920119,0.478654731,0.202940791,0.125641564,0.185856364,0.121993106,0.10229239,0.091230463,0.133668715
86,0.164434737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.664950005,0.164434737,0.577024693,0.472576823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.277445763,0.472576823,0.322446913,0.15433076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15433076,0.733199831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.491006821,0.733199831,0.647193352,0.659999662,0.789770969,0.813779523,0.678710449,0.628743393,0.834934752,0.577024693,0.412510256,0.789202828,0.784284865,0.354507607,0.662077397,0.32670868,0.513456769,0.322446913,0.331126006,0.422129839,0.437700775,0.286797347,0.640860688,0.412766995,0.197231759,0.459221978,0.49966497,0.271691114,0.570744632,0.540013328,0.428028708,0.664950005,0.608728693,0.448353468,0.29794371,0.204632434,0.552871901,0.51330811,0.277445763,0.173887989,0.201436944,0.174118735,0.117322847,0.167597074,0.164673572
87,0.16419059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.752216346,0.16419059,0.474978491,0.472305522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.274870541,0.472305522,0.231031021,0.154301177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154301177,0.7305059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.900979638,0.7305059,0.596612209,0.600235694,0.752805842,0.79395504,0.557326302,0.53469267,0.799780168,0.474978491,0.441973304,0.556516815,0.795219362,0.24778843,0.672368291,0.370808889,0.432178369,0.231031021,0.220209002,0.31104603,0.332637159,0.271987796,0.526745539,0.42045928,0.242295606,0.49823231,0.5439696,0.242119646,0.629000581,0.561944069,0.467750574,0.752216346,0.646465563,0.587834523,0.356566657,0.220302867,0.559222907,0.562518457,0.274870541,0.233925048,0.219672053,0.248982169,0.135329296,0.221482723,0.175081797
88,0.163902995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.749158842,0.163902995,0.362339962,0.47201323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.324185255,0.47201323,0.171637446,0.154301863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154301863,0.695576201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.983738482,0.695576201,0.515424783,0.523997429,0.71077432,0.756063918,0.442663737,0.494943413,0.69883853,0.362339962,0.416269362,0.403787081,0.715378275,0.199958185,0.575614928,0.439569077,0.327773262,0.171637446,0.145781506,0.202696758,0.228305846,0.226687557,0.39241732,0.426367106,0.290817312,0.470330764,0.553594751,0.240299751,0.656426201,0.583466534,0.49019295,0.749158842,0.592963416,0.700285847,0.386989272,0.206530504,0.518265577,0.564840965,0.324185255,0.220111568,0.22685179,0.308267192,0.169028088,0.252986351,0.20161688
89,0.16366232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.706909077,0.16366232,0.239224884,0.471736806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.336160238,0.471736806,0.152961486,0.1543092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1543092,0.585843843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.932686806,0.585843843,0.379080654,0.40196601,0.637677261,0.654631963,0.313621145,0.369826572,0.603478956,0.239224884,0.368074638,0.196295395,0.570599875,0.165877675,0.401022693,0.462877764,0.256711019,0.152961486,0.108604043,0.141270659,0.125872777,0.290916818,0.174911012,0.439850378,0.339873747,0.457493847,0.55591018,0.235971628,0.638873773,0.581644285,0.491479364,0.706909077,0.458690782,0.705838937,0.387007511,0.190783919,0.478645785,0.558045249,0.336160238,0.201327631,0.257513256,0.316513208,0.205656715,0.266323615,0.223021743
90,0.163374725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.568088387,0.163374725,0.114628971,0.47148182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371983414,0.47148182,0.053701288,0.1543414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1543414,0.331830585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.943346202,0.331830585,0.154067974,0.190440766,0.478364106,0.47662837,0.136318663,0.141176325,0.408839078,0.114628971,0.194480614,0.051547449,0.35514592,0.111070277,0.203189446,0.30354523,0.071511643,0.053701288,0.039081155,0.053391959,0.0443241,0.081819953,0.045538061,0.42688541,0.35740697,0.392723859,0.467157322,0.244476008,0.603600765,0.56304648,0.419837269,0.568088387,0.413299613,0.669043287,0.350608964,0.173707913,0.424927104,0.484959015,0.371983414,0.261314428,0.30852289,0.329033629,0.248923793,0.218240419,0.251544231
91,0.163130578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.552189448,0.163130578,0.006788924,0.471179232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.422770834,0.471179232,0.001466442,0.154311817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154311817,0.057163911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949200869,0.057163911,0.009666408,0.019375756,0.131125118,0.119988337,0.011426943,0.010400122,0.103502072,0.006788924,0.015997485,0.002577076,0.081840192,0.017306368,0.021321424,0.052514912,0.002569692,0.001466442,0.001395075,0.00209858,0.00380341,0.001920051,0.003238334,0.408104743,0.373350177,0.400346737,0.388034011,0.246840804,0.614348364,0.568974336,0.335073519,0.552189448,0.400289937,0.412376939,0.291368707,0.193777591,0.467852575,0.468227946,0.422770834,0.324389625,0.340068828,0.370240406,0.280609552,0.23023127,0.299608316
92,0.16285945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.603936089,0.16285945,0.0,0.470879028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.400182941,0.470879028,0.0,0.154312503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154312503,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77234745,0.0,0.0,0.0,0.001043123,0.000509602,0.0,0.0,0.000665941,0.0,0.0,0.0,0.000209224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481317251,0.388242573,0.478374775,0.387628542,0.333198065,0.646529403,0.623794451,0.301794402,0.603936089,0.470803201,0.242930575,0.316257975,0.223574663,0.599335679,0.499769536,0.400182941,0.37967306,0.364702097,0.408903467,0.327212586,0.257678739,0.354420868
93,0.162615303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.747818251,0.162615303,0.0,0.470615639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.423082912,0.470615639,0.0,0.154312197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154312197,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.809588194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471399289,0.361883693,0.512494877,0.339633461,0.384747082,0.649999954,0.652747387,0.212551039,0.747818251,0.59065254,0.330486758,0.339655103,0.250969897,0.641784269,0.49947776,0.423082912,0.41632719,0.394896816,0.451703413,0.361225147,0.313441167,0.334208474
94,0.162327707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.785546484,0.162327707,0.0,0.470330728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.362213913,0.470330728,0.0,0.154282614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154282614,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.926131368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420467591,0.331876986,0.530194966,0.29777838,0.421686658,0.673061698,0.660340137,0.140239681,0.785546484,0.630493686,0.501107597,0.304673121,0.264103776,0.608144558,0.493850664,0.362213913,0.399935222,0.406964586,0.469580663,0.386480792,0.349926228,0.333307435
95,0.162076609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.795071644,0.162076609,0.0,0.470037414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380634201,0.470037414,0.0,0.154282002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154282002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.981216073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393542237,0.327721348,0.522228065,0.340317333,0.463977315,0.693283362,0.658619506,0.110456582,0.795071644,0.656138836,0.611961873,0.27986599,0.272736419,0.618321955,0.502234245,0.380634201,0.404878407,0.438770746,0.488324932,0.383488752,0.305560288,0.383945899
96,0.161797728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.768663153,0.161797728,0.0,0.469757487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.413381961,0.469757487,0.0,0.154286529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154286529,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.957886875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379513016,0.339605577,0.519356412,0.39349445,0.494245176,0.712901575,0.611930911,0.129539617,0.768663153,0.661352822,0.619017104,0.215216158,0.299671228,0.625326098,0.523748604,0.413381961,0.420418147,0.457570697,0.531294071,0.361439153,0.324699764,0.40477072
97,0.16155358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.761705888,0.16155358,0.0,0.469464548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.474096571,0.469464548,0.0,0.154322836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154322836,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.644308448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400347693,0.373068002,0.540907469,0.39763346,0.530527829,0.709899821,0.605776499,0.174429036,0.761705888,0.669974387,0.659509887,0.250812397,0.3197991,0.651213421,0.54225348,0.474096571,0.464252154,0.483696641,0.575176908,0.327040136,0.424530729,0.45796969
98,0.161273739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.734767269,0.161273739,0.0,0.469200473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.577477274,0.469200473,0.0,0.154293254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154293254,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.523621917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427331366,0.405421014,0.572718389,0.424539566,0.619735261,0.702222591,0.636340968,0.245218666,0.734767269,0.664360253,0.668117868,0.310967801,0.330151326,0.666630802,0.57482484,0.577477274,0.514085597,0.528963485,0.610762741,0.288944313,0.582983344,0.540441374
99,0.161038261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68713806,0.161038261,0.0,0.468943844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.579093567,0.468943844,0.0,0.154292642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154292642,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.417755067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444879649,0.428111305,0.595129541,0.509072697,0.675810338,0.687884524,0.663634557,0.314585622,0.68713806,0.622487241,0.673544575,0.354608971,0.340544038,0.667832993,0.598561131,0.579093567,0.560838431,0.559864493,0.639161626,0.269093409,0.650164413,0.575126846
100,0.160794113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.633625962,0.160794113,0.005833596,0.468650529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.637273917,0.468650529,0.006782898,0.154264357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154264357,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.464190781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005833596,0.00261687,0.008779068,0.0,0.002182703,0.000162435,8.17e-5,0.005418362,0.006782898,0.009929637,0.007761495,0.0040395,0.00865941,0.006029489,0.470832375,0.479360285,0.610698606,0.573694525,0.703590873,0.678359706,0.669050808,0.371924843,0.633625962,0.577332467,0.637686322,0.373121899,0.327412427,0.656779645,0.612940917,0.637273917,0.559157899,0.59818223,0.662448706,0.26995906,0.689946098,0.585966881
101,0.160506518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.565927875,0.160506518,0.194221733,0.468350972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.708905606,0.468350972,0.037490356,0.154264051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154264051,0.0024427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.636176705,0.0024427,0.013591788,0.011507539,0.016848259,0.0,0.067139818,0.038931578,0.007194599,0.194221733,0.143044249,0.211397459,0.061396571,0.083136592,0.102631785,0.062426661,0.063343889,0.037490356,0.041251451,0.035556249,0.047959748,0.044673263,0.039655077,0.492799748,0.508413358,0.627436943,0.602878044,0.711474366,0.663087895,0.664638445,0.39238471,0.565927875,0.543318408,0.582719265,0.360310425,0.307030529,0.643477352,0.604068815,0.708905606,0.567700418,0.634254996,0.631690226,0.264431203,0.708167475,0.591452865
102,0.16025542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.386624421,0.16025542,0.596019682,0.468049381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.732691684,0.468049381,0.078842729,0.15429625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15429625,0.119100004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.742943883,0.119100004,0.264612654,0.188230013,0.172682389,0.049015718,0.378230284,0.362664387,0.098712207,0.596019682,0.496665986,0.60655033,0.40499532,0.307313701,0.419413198,0.336120352,0.130156805,0.078842729,0.065835547,0.056387585,0.14055239,0.126823057,0.062709174,0.514809245,0.510887171,0.606366791,0.615838643,0.712944374,0.586382555,0.621466191,0.478113471,0.386624421,0.39739681,0.391167216,0.27467505,0.24302507,0.530510525,0.550437218,0.732691684,0.580914963,0.667280181,0.574055161,0.229247648,0.749448384,0.556494559
103,0.159976538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.237411749,0.159976538,0.720290835,0.467808621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.703125771,0.467808621,0.179321599,0.154266668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154266668,0.408971342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938740969,0.408971342,0.654134774,0.460248852,0.357581903,0.251339487,0.556614818,0.651929621,0.215967604,0.720290835,0.678431733,0.687857051,0.698687994,0.458340429,0.657296688,0.49495369,0.254225319,0.179321599,0.097042788,0.105383304,0.2877825,0.185311305,0.106790518,0.376136414,0.3867652,0.411085198,0.462584419,0.654188635,0.36212792,0.418099987,0.449686589,0.237411749,0.249812284,0.323529551,0.128601703,0.16189624,0.338483406,0.459288074,0.703125771,0.627049214,0.68337469,0.52725006,0.205895435,0.719459283,0.503134909
104,0.159747096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.240598682,0.159747096,0.812840878,0.467516328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.638898287,0.467516328,0.277356549,0.154267353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154267353,0.604361656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.802358091,0.604361656,0.7910003,0.615958686,0.473914046,0.416225328,0.625158592,0.73555415,0.280047974,0.812840878,0.773544013,0.665350528,0.778001577,0.529450044,0.785380356,0.504794496,0.490326373,0.277356549,0.133440253,0.126486824,0.404842497,0.252970231,0.160062634,0.176275064,0.312213136,0.309260622,0.33631786,0.341778565,0.296624417,0.33128864,0.301862606,0.240598682,0.246799491,0.300509366,0.118295605,0.131785701,0.335656468,0.484645954,0.638898287,0.656523413,0.6985983,0.482214919,0.191816584,0.748582827,0.465831272
105,0.159452549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.270325969,0.159452549,0.863637782,0.467223014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.644873065,0.467223014,0.352225651,0.154274384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154274384,0.68357929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.524772227,0.68357929,0.836997647,0.689913387,0.594600182,0.535040857,0.751587196,0.786357353,0.380269851,0.863637782,0.762109019,0.782916469,0.828546324,0.572527588,0.808497997,0.62372178,0.576032058,0.352225651,0.172534756,0.202049358,0.46667991,0.397444597,0.265156126,0.266698401,0.34360512,0.315505674,0.384988653,0.193134936,0.286370614,0.285024438,0.299237995,0.270325969,0.280355812,0.306833664,0.15619762,0.140419922,0.35340729,0.49097827,0.644873065,0.665739469,0.701217208,0.466337162,0.19723098,0.731282718,0.447158604
106,0.159217116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346894481,0.159217116,0.888221215,0.466955025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.651517144,0.466955025,0.383674698,0.154274078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154274078,0.68243139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.363040745,0.68243139,0.835682609,0.719839856,0.691829344,0.630641201,0.836789355,0.844282024,0.556825008,0.888221215,0.699341879,0.836853747,0.850697422,0.621101892,0.802853041,0.712893377,0.604627921,0.383674698,0.215046079,0.277665225,0.475929717,0.48911631,0.381577567,0.370566361,0.394698242,0.352349479,0.434084676,0.13565359,0.298972749,0.27435695,0.313901128,0.346894481,0.277156099,0.338707486,0.227544252,0.165419883,0.359941463,0.509055261,0.651517144,0.706225283,0.692161485,0.491630768,0.2131514,0.680064789,0.449437953
